"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"ADF.Cofilin.slide2_image19.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image19","yes",105,32.3,"-","-","yes","37.2","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk","good","","ADF.Cofilin.slide2_image19.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"ADF.Cofilin.slide2_image2_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image2_left","yes",90,23.2,"-","-","yes","40.2","normally shorter distance","problem division (not seen with the segmentation obtained)","inhibited TVC division","one of the TVCs didn't divide in the trunk; and the other TVC divided but not completely, the 2 nuclei are in the same cell (but not seen with the segmentation)","not good","problem with segmentation: don't seen the uncomplete division of the cell, with 2 nuclei inside the same cell","ADF.Cofilin.slide2_image2_left.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"ADF.Cofilin.slide2_image2_right.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image2_right","yes",90,23.2,"-","-","yes","32.4","-","problem division (not seen with the segmentation obtained)","inhibited TVC division","one of the TVC divided but not completely, the 2 nuclei are in the same cell (but not seen with the segmentation)","not good","problem with segmentation: don't seen the uncomplete division of the cell, with 2 nuclei inside the same cell","ADF.Cofilin.slide2_image2_right.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"ADF.Cofilin.slide2_image20.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image20","yes",89.9,25.6,"-","-","yes","34.2","-","look like WT","look like WT","all look like WT","correct","","ADF.Cofilin.slide2_image20.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image21.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image21","yes",98.3,39.4,"-","-","yes","32.7","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","ADF.Cofilin.slide2_image21.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"ADF.Cofilin.slide2_image22.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image22","yes",106,28.6,"-","-","yes","27.1","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","ADF.Cofilin.slide2_image22.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"ADF.Cofilin.slide2_image23_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image23_left","yes",93,32.2,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk, the groups are connected","good","ambiguous phenotype between left and right","ADF.Cofilin.slide2_image23_left.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"ADF.Cofilin.slide2_image23_right.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image23_right","yes",93,32.2,"-","-","yes","30.6","-","problem division and orientation","inhibited TVC division / TVC cell alignment","the 2 TVCs didn't divide in the trunk and they are not oriented in the medio-lateral orientation","good","ambiguous phenotype between left and right","ADF.Cofilin.slide2_image23_right.2019_08_29","division/orientation perturbed",FALSE,TRUE,TRUE
"ADF.Cofilin.slide2_image25.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image25","yes",74,34.8,"-","-","yes","36.8","-","look like WT","look like WT","all look like WT","not good","","ADF.Cofilin.slide2_image25.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image26_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image26_left","yes",115,28.6,"-","-","yes","38.5","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs; the 2 TVCs didn't divide in the trunk","good","","ADF.Cofilin.slide2_image26_left.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"ADF.Cofilin.slide2_image27.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image27","yes",106,35.4,"-","-","yes","22.1","-","look like WT","look like WT","all look like WT","good","","ADF.Cofilin.slide2_image27.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image28.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image28","yes",140,35.2,"-","-","yes","34.8","-","look like WT","look like WT","all look like WT","good","","ADF.Cofilin.slide2_image28.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image29_right.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image29_right","yes",105,29.9,"-","-","yes","11.6","-","look like WT","look like WT","all look like WT","correct","","ADF.Cofilin.slide2_image29_right.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image30.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image30","yes",115,31.6,"-","-","yes","-","no distance - only one group in the trunk","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated in the trunk with the TVCs; and one of the TVC didn't divide","good","","ADF.Cofilin.slide2_image30.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"ADF.Cofilin.slide2_image31_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image31_left","yes",110,35.2,"-","-","yes","33.4","-","look like WT","look like WT","all look like WT","not good","","ADF.Cofilin.slide2_image31_left.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image32_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image32_left","yes",104,43.5,"-","-","yes","17.8","-","look like WT","look like WT","all look like WT","not good","","ADF.Cofilin.slide2_image32_left.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image32_right.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image32_right","yes",104,53.8,"-","-","yes","11.7","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","correct","","ADF.Cofilin.slide2_image32_right.2019_08_29","migration perturbed",TRUE,FALSE,FALSE
"ADF.Cofilin.slide2_image33_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image33_left","yes",90,37.9,"-","-","yes","23.3","-","look like WT","look like WT","all look like WT","not good","","ADF.Cofilin.slide2_image33_left.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image4_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image4_left","yes",113,40.5,"-","-","yes","36.1","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","","ADF.Cofilin.slide2_image4_left.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"ADF.Cofilin.slide2_image4_right.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image4_right","yes",76.7,33.5,"-","-","yes","35.5","-","look like WT","look like WT","all look like WT","good","","ADF.Cofilin.slide2_image4_right.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image5.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image5","yes",95.7,39.5,"-","-","yes","-","no distance - only one group in the trunk","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk","good","","ADF.Cofilin.slide2_image5.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"ADF.Cofilin.slide2_image6.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image6","yes",95.3,35.8,"-","-","yes","57.6","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs","good","","ADF.Cofilin.slide2_image6.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"ADF.Cofilin.slide2_image7.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image7","yes",115,45.2,"-","-","yes","20.9","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","","ADF.Cofilin.slide2_image7.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"ADF.Cofilin.slide2_image8.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image8","yes",105,35,"-","-","yes","25.3","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk; the 2 TVCs divided but not completely, the nuclei are inside the same cell for both","not good","the segmentation doesn't show the uncomplete division with 2 nuclei inside both TVCs","ADF.Cofilin.slide2_image8.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"ADF.Cofilin.slide2_image9_left.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image9_left","yes",77.8,30.4,"-","-","yes","43","-","look like WT","look like WT","all look like WT","correct","","ADF.Cofilin.slide2_image9_left.2019_08_29","WT",FALSE,FALSE,FALSE
"ADF.Cofilin.slide2_image9_right.2019_08_29","2019_08_29","Margaux Failla","ADF/Cofilin","slide2_image9_right","yes",106,30.4,"-","-","yes","33.2","-","look like WT","look like WT","all look like WT","not good","","ADF.Cofilin.slide2_image9_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Arhgef8.image1_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image1_left","yes",86.5,27.8,"-","-","yes","24.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Arhgef8.image1_left.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.image1_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image1_right","yes",86.5,27.8,"-","-","yes","33.3","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image1_right.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image10_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image10_left","yes",80.5,42.5,"-","-","yes","20.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Arhgef8.image10_left.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.image10_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image10_right","yes",95.7,32.3,"-","-","yes","21.4","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image10_right.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image11_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image11_left","yes",110.3,31.6,"-","-","yes","32.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","not good","","Arhgef8.image11_left.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.image11_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image11_right","yes",110,31.6,"-","-","yes","40.1","-","look like WT","look like WT","all look like WT","not good","","Arhgef8.image11_right.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image12.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image12","yes",110,42.1,"-","-","yes","39.4","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image12.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image13_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image13_left","yes",92.9,27.6,"-","-","yes","17.3","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image13_left.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image13_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image13_right","yes",92.9,27.6,"-","-","yes","14.5","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image13_right.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image14.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image14","yes",90,34.3,"-","-","yes","13.2","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image14.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image15.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image15","yes",150,43.4,"-","-","yes","30.6","-","look like WT","look like WT","all look like WT","not good","","Arhgef8.image15.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image16.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image16","yes",85.3,25.9,"-","-","yes","41.2","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide in the tail","good","","Arhgef8.image16.2020_01_10","migration/division perturbed",TRUE,TRUE,FALSE
"Arhgef8.image17_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image17_left","yes",77.8,29.1,"-","-","yes","11.4","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image17_left.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image17_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image17_right","yes",77.8,29.1,"-","-","yes","14.7","-","look like WT","look like WT","all look like WT","correct","","Arhgef8.image17_right.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image18.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image18","yes",84.3,31.5,"-","-","yes","15.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Arhgef8.image18.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.image19.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image19","yes",95.2,34.9,"-","-","yes","15.4","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image19.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image2_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image2_left","yes",120,43.1,"-","-","yes","21","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image2_left.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image2_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image2_right","yes",120,43.1,"-","-","yes","21.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Arhgef8.image2_right.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.image3_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image3_left","yes",100,31.9,"-","-","yes","32.3","-","look like WT","look like WT","all look like WT","correct","","Arhgef8.image3_left.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image3_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image3_right","yes",100,29,"-","-","yes","40.3","-","look like WT","look like WT","all look like WT","not good","","Arhgef8.image3_right.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image4_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image4_left","yes",195,37.1,"-","-","yes","27.1","-","look like WT","look like WT","all look like WT","correct","","Arhgef8.image4_left.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image4_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image4_right","yes",129,37.1,"-","-","yes","23.8","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image4_right.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image5.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image5","yes",120,33.2,"-","-","yes","30.6","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image5.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image6.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image6","yes",80,52.2,"-","-","yes","18.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","","Arhgef8.image6.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.image7.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image7","yes",107,38.8,"-","-","yes","14.3","-","problem disposition TVC","problem disposition TVC","all look like WT (but maybe the group is not medio-lateral oriented, but no feature to see that)","correct","","Arhgef8.image7.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image8.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image8","yes",101.6,40.6,"-","-","yes","43","-","look like WT","look like WT","all look like WT","good","","Arhgef8.image8.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.image9.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","image9","yes",107,46.2,"-","-","yes","17.9","-","look like WT","look like WT","all look like WT","not good","","Arhgef8.image9.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.nextpart_image1_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image1_left","yes",94,33.6,"-","-","yes","17.1","-","look like WT","look like WT","all look like WT","correct","","Arhgef8.nextpart_image1_left.2020_01_10","WT",FALSE,FALSE,FALSE
"Arhgef8.nextpart_image1_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image1_right","yes",94,33.6,"-","-","yes","12.4","-","look like WT","look like WT","all look like WT","good","","Arhgef8.nextpart_image1_right.2020_01_10","WT",FALSE,FALSE,FALSE
